STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,purchase,Purchases,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2016-Q3,,DW_NEW,Purchases of newly built dwellings,24.0,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2016-Q4,,DW_NEW,Purchases of newly built dwellings,20.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2017-Q1,,DW_NEW,Purchases of newly built dwellings,29.2,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2017-Q2,,DW_NEW,Purchases of newly built dwellings,27.6,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2017-Q3,,DW_NEW,Purchases of newly built dwellings,23.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2017-Q4,,DW_NEW,Purchases of newly built dwellings,19.4,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2018-Q1,,DW_NEW,Purchases of newly built dwellings,26.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2018-Q2,,DW_NEW,Purchases of newly built dwellings,24.6,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2018-Q3,,DW_NEW,Purchases of newly built dwellings,22.5,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2018-Q4,,DW_NEW,Purchases of newly built dwellings,26.1,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2019-Q1,,DW_NEW,Purchases of newly built dwellings,24.7,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2019-Q2,,DW_NEW,Purchases of newly built dwellings,28.3,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2019-Q3,,DW_NEW,Purchases of newly built dwellings,25.0,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2019-Q4,,DW_NEW,Purchases of newly built dwellings,22.0,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2020-Q1,,DW_NEW,Purchases of newly built dwellings,25.6,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2020-Q2,,DW_NEW,Purchases of newly built dwellings,25.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2020-Q3,,DW_NEW,Purchases of newly built dwellings,25.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2020-Q4,,DW_NEW,Purchases of newly built dwellings,22.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2021-Q1,,DW_NEW,Purchases of newly built dwellings,27.9,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2021-Q2,,DW_NEW,Purchases of newly built dwellings,29.0,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2021-Q3,,DW_NEW,Purchases of newly built dwellings,20.3,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2021-Q4,,DW_NEW,Purchases of newly built dwellings,22.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2022-Q1,,DW_NEW,Purchases of newly built dwellings,25.6,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2022-Q2,,DW_NEW,Purchases of newly built dwellings,25.7,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2022-Q3,,DW_NEW,Purchases of newly built dwellings,24.0,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2022-Q4,,DW_NEW,Purchases of newly built dwellings,24.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2023-Q1,,DW_NEW,Purchases of newly built dwellings,25.9,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2023-Q2,,DW_NEW,Purchases of newly built dwellings,23.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2023-Q3,,DW_NEW,Purchases of newly built dwellings,23.2,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2023-Q4,,DW_NEW,Purchases of newly built dwellings,27.0,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2024-Q1,,DW_NEW,Purchases of newly built dwellings,29.9,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2024-Q2,,DW_NEW,Purchases of newly built dwellings,24.4,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2024-Q3,,DW_NEW,Purchases of newly built dwellings,21.9,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2024-Q4,,DW_NEW,Purchases of newly built dwellings,23.8,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2015-Q1,,TOTAL,Total,24.7,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2015-Q2,,TOTAL,Total,23.9,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2015-Q3,,TOTAL,Total,24.9,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2015-Q4,,TOTAL,Total,26.5,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2016-Q1,,TOTAL,Total,26.0,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2016-Q2,,TOTAL,Total,27.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2016-Q3,,TOTAL,Total,24.9,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2016-Q4,,TOTAL,Total,21.3,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2017-Q1,,TOTAL,Total,28.1,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2017-Q2,,TOTAL,Total,26.5,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2017-Q3,,TOTAL,Total,25.4,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2017-Q4,,TOTAL,Total,20.0,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2018-Q1,,TOTAL,Total,26.4,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2018-Q2,,TOTAL,Total,25.0,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2018-Q3,,TOTAL,Total,24.5,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2018-Q4,,TOTAL,Total,24.1,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2019-Q1,,TOTAL,Total,25.0,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2019-Q2,,TOTAL,Total,27.3,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2019-Q3,,TOTAL,Total,26.2,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2019-Q4,,TOTAL,Total,21.5,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2020-Q1,,TOTAL,Total,28.0,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2020-Q2,,TOTAL,Total,23.2,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2020-Q3,,TOTAL,Total,26.1,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2020-Q4,,TOTAL,Total,22.7,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2021-Q1,,TOTAL,Total,26.0,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2021-Q2,,TOTAL,Total,27.7,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2021-Q3,,TOTAL,Total,23.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2021-Q4,,TOTAL,Total,22.5,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2022-Q1,,TOTAL,Total,27.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2022-Q2,,TOTAL,Total,27.1,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2022-Q3,,TOTAL,Total,23.2,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2022-Q4,,TOTAL,Total,21.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2023-Q1,,TOTAL,Total,23.3,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2023-Q2,,TOTAL,Total,23.4,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2023-Q3,,TOTAL,Total,24.7,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2023-Q4,,TOTAL,Total,28.6,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2024-Q1,,TOTAL,Total,29.7,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2024-Q2,,TOTAL,Total,24.4,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2024-Q3,,TOTAL,Total,23.3,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PL,Poland,2024-Q4,,TOTAL,Total,22.6,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2009-Q1,,DW_EXST,Purchases of existing dwellings,21.1,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2009-Q2,,DW_EXST,Purchases of existing dwellings,24.2,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2009-Q3,,DW_EXST,Purchases of existing dwellings,26.9,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2009-Q4,,DW_EXST,Purchases of existing dwellings,27.7,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2010-Q1,,DW_EXST,Purchases of existing dwellings,24.5,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2010-Q2,,DW_EXST,Purchases of existing dwellings,26.0,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2010-Q3,,DW_EXST,Purchases of existing dwellings,24.8,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2010-Q4,,DW_EXST,Purchases of existing dwellings,24.8,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2011-Q1,,DW_EXST,Purchases of existing dwellings,26.3,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2011-Q2,,DW_EXST,Purchases of existing dwellings,25.9,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2011-Q3,,DW_EXST,Purchases of existing dwellings,23.0,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2011-Q4,,DW_EXST,Purchases of existing dwellings,24.9,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2012-Q1,,DW_EXST,Purchases of existing dwellings,24.5,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2012-Q2,,DW_EXST,Purchases of existing dwellings,24.5,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2012-Q3,,DW_EXST,Purchases of existing dwellings,24.0,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2012-Q4,,DW_EXST,Purchases of existing dwellings,27.0,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2013-Q1,,DW_EXST,Purchases of existing dwellings,20.4,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2013-Q2,,DW_EXST,Purchases of existing dwellings,25.0,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2013-Q3,,DW_EXST,Purchases of existing dwellings,25.5,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2013-Q4,,DW_EXST,Purchases of existing dwellings,29.1,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2014-Q1,,DW_EXST,Purchases of existing dwellings,21.3,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2014-Q2,,DW_EXST,Purchases of existing dwellings,22.9,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2014-Q3,,DW_EXST,Purchases of existing dwellings,24.6,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2014-Q4,,DW_EXST,Purchases of existing dwellings,31.2,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2015-Q1,,DW_EXST,Purchases of existing dwellings,23.4,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2015-Q2,,DW_EXST,Purchases of existing dwellings,22.7,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2015-Q3,,DW_EXST,Purchases of existing dwellings,25.7,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2015-Q4,,DW_EXST,Purchases of existing dwellings,28.1,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2016-Q1,,DW_EXST,Purchases of existing dwellings,22.6,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2016-Q2,,DW_EXST,Purchases of existing dwellings,25.0,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2016-Q3,,DW_EXST,Purchases of existing dwellings,25.0,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2016-Q4,,DW_EXST,Purchases of existing dwellings,27.4,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2017-Q1,,DW_EXST,Purchases of existing dwellings,22.8,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2017-Q2,,DW_EXST,Purchases of existing dwellings,24.0,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2017-Q3,,DW_EXST,Purchases of existing dwellings,25.3,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2017-Q4,,DW_EXST,Purchases of existing dwellings,27.8,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2018-Q1,,DW_EXST,Purchases of existing dwellings,22.9,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2018-Q2,,DW_EXST,Purchases of existing dwellings,25.7,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2018-Q3,,DW_EXST,Purchases of existing dwellings,25.6,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2018-Q4,,DW_EXST,Purchases of existing dwellings,25.8,,e,estimated,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2019-Q1,,DW_EXST,Purchases of existing dwellings,23.9,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2019-Q2,,DW_EXST,Purchases of existing dwellings,24.3,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2019-Q3,,DW_EXST,Purchases of existing dwellings,25.4,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2019-Q4,,DW_EXST,Purchases of existing dwellings,26.4,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2020-Q1,,DW_EXST,Purchases of existing dwellings,26.5,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2020-Q2,,DW_EXST,Purchases of existing dwellings,18.7,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,PC_Y,Percentage in the year,PT,Portugal,2020-Q3,,DW_EXST,Purchases of existing dwellings,26.1,,,,,
